,current_team,player_name,agent_played,role_on_team,usage,rnd_num,avg_combat_score,kill_death_ratio,avg_dmg,kast,kills_per_rnd,ast_per_rnd,fk_per_rnd,fd_per_rnd,kills,death,ast,fk,fd,team_rank
5027,Mach5,phoon,breach,initiator,0.043,18,131.0,1.14,93.8,0.72,0.44,0.33,0.00,0.00,8,7,6,0,0,1375
5028,Zero MarksMen Black,b0i,kayo,initiator,0.474,378,185.7,0.88,121.4,0.69,0.63,0.44,0.09,0.12,239,271,168,35,47,1534
5029,Zero MarksMen Black,b0i,skye,initiator,0.42100000000000004,333,172.1,0.92,109.3,0.66,0.61,0.32,0.07,0.12,203,220,105,24,41,1534
5030,Zero MarksMen Black,b0i,breach,initiator,0.105,82,204.5,1.09,133.3,0.74,0.76,0.28,0.06,0.01,62,57,23,5,1,1534
5031,XSET,AYRIN,viper,controller,0.414,271,191.8,1.01,118.4,0.74,0.66,0.31,0.07,0.07,178,177,83,18,20,2262
5032,XSET,AYRIN,omen,controller,0.207,132,164.5,0.76,109.9,0.74,0.56,0.36,0.06,0.04,74,98,47,8,5,2262
5033,XSET,AYRIN,killjoy,sentinel,0.207,136,195.2,1.17,130.4,0.82,0.72,0.13,0.06,0.08,98,84,17,8,11,2262
5034,XSET,AYRIN,cypher,sentinel,0.10300000000000001,55,264.3,1.64,166.1,0.84,0.98,0.27,0.07,0.07,54,33,15,4,4,2262
5035,XSET,AYRIN,reyna,duelist,0.034,19,257.0,1.21,162.3,0.74,0.89,0.21,0.11,0.16,17,14,4,2,3,2262
5036,XSET,AYRIN,brimstone,controller,0.034,26,237.0,1.11,168.5,0.85,0.77,0.50,0.04,0.04,20,18,13,1,1,2262
5037,Só Deus Sabe,yunz,omen,controller,0.545,113,180.7,0.90,116.9,0.8,0.62,0.50,0.10,0.05,70,78,56,11,6,1538
5038,Só Deus Sabe,yunz,chamber,sentinel,0.273,64,195.0,0.89,137.7,0.73,0.66,0.17,0.13,0.11,42,47,11,8,7,1538
5039,Só Deus Sabe,yunz,killjoy,sentinel,0.091,20,172.0,1.09,137.7,0.9,0.60,0.35,0.05,0.10,12,11,7,1,2,1538
5040,Só Deus Sabe,yunz,brimstone,controller,0.091,17,212.0,0.63,153.1,0.59,0.59,0.29,0.12,0.06,10,16,5,2,1,1538
5041,Oxygen Academy,Rustun,killjoy,sentinel,0.43799999999999994,725,197.8,0.99,135.1,0.71,0.67,0.22,0.10,0.10,483,487,160,73,70,1727
5042,Oxygen Academy,Rustun,chamber,sentinel,0.2,321,205.9,1.14,130.8,0.71,0.74,0.17,0.13,0.11,237,207,53,42,34,1727
5043,Oxygen Academy,Rustun,sage,sentinel,0.175,281,190.7,0.97,125.6,0.69,0.66,0.37,0.10,0.09,186,192,104,27,26,1727
5044,Oxygen Academy,Rustun,breach,initiator,0.113,195,173.7,0.90,113.7,0.74,0.58,0.38,0.04,0.05,113,125,74,8,10,1727
5045,Oxygen Academy,Rustun,cypher,sentinel,0.075,131,160.0,0.79,107.1,0.63,0.57,0.16,0.08,0.12,75,95,21,11,16,1727
5046,Zer0 Latency,Migstur,chamber,sentinel,0.853,602,214.1,1.05,138.1,0.63,0.78,0.10,0.17,0.13,469,447,58,103,76,1431
5047,Zer0 Latency,Migstur,killjoy,sentinel,0.11800000000000001,75,196.3,0.76,125.5,0.64,0.64,0.16,0.09,0.09,48,63,12,7,7,1431
5048,Zer0 Latency,Migstur,sage,sentinel,0.028999999999999998,21,167.0,0.72,107.2,0.57,0.62,0.19,0.05,0.14,13,18,4,1,3,1431
5049,Team Mystic,unae,astra,controller,0.32,162,189.1,0.90,121.5,0.72,0.65,0.36,0.06,0.07,106,118,58,9,11,1438
5050,Team Mystic,unae,kayo,initiator,0.2,95,186.6,0.85,131.4,0.71,0.64,0.35,0.05,0.09,61,72,33,5,9,1438
5051,Team Mystic,unae,omen,controller,0.16,89,184.3,0.89,122.3,0.66,0.65,0.25,0.09,0.10,58,65,22,8,9,1438
5052,Team Mystic,unae,sova,initiator,0.12,59,173.0,0.97,133.5,0.71,0.61,0.27,0.02,0.05,36,37,16,1,3,1438
5053,Team Mystic,unae,breach,initiator,0.12,57,193.0,0.95,120.4,0.72,0.65,0.39,0.11,0.14,37,39,22,6,8,1438
5054,Team Mystic,unae,skye,initiator,0.04,20,209.0,1.36,120.7,0.85,0.75,0.40,0.00,0.00,15,11,8,0,0,1438
5055,Team Mystic,unae,sage,sentinel,0.04,19,83.0,0.21,59.1,0.58,0.16,0.53,0.05,0.32,3,14,10,1,6,1438
5056,Solaire,scene,sova,initiator,0.625,204,195.8,1.08,138.6,0.72,0.70,0.24,0.07,0.07,143,133,48,15,15,1568
5057,Solaire,scene,breach,initiator,0.188,50,208.7,0.95,122.1,0.68,0.70,0.32,0.16,0.08,35,37,16,8,4,1568
5058,Solaire,scene,fade,initiator,0.125,39,247.5,1.18,159.8,0.72,0.85,0.36,0.03,0.13,33,28,14,1,5,1568
5059,Solaire,scene,skye,initiator,0.063,16,278.0,1.78,180.4,0.75,1.00,0.13,0.06,0.06,16,9,2,1,1,1568
5060,NOM Junior,UndeadXP,omen,controller,0.75,64,161.7,0.75,101.9,0.59,0.61,0.22,0.08,0.08,39,52,14,5,5,n/a
5061,NOM Junior,UndeadXP,viper,controller,0.25,19,247.0,1.07,161.4,0.74,0.84,0.32,0.00,0.00,16,15,6,0,0,n/a
5062,FXP Blue,izzyromo,chamber,sentinel,0.462,121,230.8,1.01,153.3,0.65,0.84,0.14,0.21,0.20,102,101,17,25,24,1480
5063,FXP Blue,izzyromo,jett,duelist,0.385,103,234.8,1.06,163.7,0.7,0.81,0.22,0.15,0.12,83,78,23,15,12,1480
5064,FXP Blue,izzyromo,raze,duelist,0.077,16,267.0,1.75,160.2,0.88,0.88,0.50,0.06,0.00,14,8,8,1,0,1480
5065,FXP Blue,izzyromo,neon,duelist,0.077,21,167.0,0.58,103.1,0.67,0.52,0.33,0.24,0.10,11,19,7,5,2,1480
5066,On Sla2ers,TS,fade,initiator,0.308,80,196.5,1.06,123.0,0.73,0.70,0.35,0.04,0.09,56,53,28,3,7,1663
5067,On Sla2ers,TS,skye,initiator,0.231,56,189.0,1.16,112.8,0.77,0.77,0.25,0.11,0.18,43,37,14,6,10,1663
5068,On Sla2ers,TS,sova,initiator,0.154,32,141.0,0.89,91.4,0.69,0.50,0.19,0.00,0.09,16,18,6,0,3,1663
5069,On Sla2ers,TS,kayo,initiator,0.077,16,174.0,1.10,93.9,0.88,0.69,0.63,0.06,0.13,11,10,10,1,2,1663
5070,On Sla2ers,TS,phoenix,duelist,0.077,21,225.0,0.94,164.6,0.62,0.71,0.14,0.10,0.14,15,16,3,2,3,1663
5071,On Sla2ers,TS,killjoy,sentinel,0.077,16,195.0,0.56,131.3,0.63,0.56,0.19,0.25,0.13,9,16,3,4,2,1663
5072,On Sla2ers,TS,breach,initiator,0.077,16,241.0,0.92,172.1,0.63,0.75,0.19,0.06,0.06,12,13,3,1,1,1663
5073,Dark Ratio,geeza,sova,initiator,0.24600000000000002,320,196.3,1.01,132.8,0.74,0.68,0.34,0.09,0.07,218,215,109,29,21,1805
5074,Dark Ratio,geeza,chamber,sentinel,0.215,293,228.2,1.27,138.8,0.73,0.84,0.10,0.16,0.09,246,194,30,46,26,1805
5075,Dark Ratio,geeza,fade,initiator,0.16899999999999998,211,207.4,1.24,131.1,0.79,0.76,0.46,0.07,0.05,161,130,97,14,10,1805
5076,Dark Ratio,geeza,breach,initiator,0.138,191,178.4,0.93,116.6,0.77,0.62,0.36,0.05,0.05,119,128,68,10,10,1805
5077,Dark Ratio,geeza,jett,duelist,0.12300000000000001,166,181.0,0.87,117.2,0.67,0.64,0.13,0.10,0.19,106,122,21,17,32,1805
5078,Dark Ratio,geeza,kayo,initiator,0.062,80,177.5,0.88,114.6,0.73,0.66,0.33,0.05,0.06,53,60,26,4,5,1805
5079,Dark Ratio,geeza,skye,initiator,0.046,55,120.0,0.52,80.7,0.67,0.40,0.20,0.15,0.07,22,42,11,8,4,1805
5080,Bomb Crypto,vitrix,kayo,initiator,0.33299999999999996,105,183.0,0.87,119.2,0.68,0.64,0.37,0.03,0.07,67,77,39,3,7,1541
5081,Bomb Crypto,vitrix,omen,controller,0.2,67,220.3,1.27,143.0,0.75,0.85,0.22,0.04,0.04,57,45,15,3,3,1541
5082,Bomb Crypto,vitrix,sova,initiator,0.2,64,203.0,1.21,133.6,0.75,0.72,0.23,0.05,0.02,46,38,15,3,1,1541
5083,Bomb Crypto,vitrix,sage,sentinel,0.2,66,196.0,0.96,127.1,0.71,0.68,0.27,0.05,0.03,45,47,18,3,2,1541
5084,Bomb Crypto,vitrix,skye,initiator,0.067,19,181.0,0.65,115.6,0.63,0.58,0.26,0.26,0.05,11,17,5,5,1,1541
5085,Knights Academy,PureVNS,omen,controller,0.574,790,182.0,1.08,117.9,0.75,0.66,0.40,0.05,0.04,520,483,315,39,35,1634
5086,Knights Academy,PureVNS,viper,controller,0.265,367,189.8,1.02,126.6,0.75,0.67,0.28,0.06,0.04,245,240,102,22,16,1634
5087,Knights Academy,PureVNS,brimstone,controller,0.162,249,211.0,1.08,137.6,0.74,0.73,0.33,0.08,0.03,181,168,81,19,8,1634
5088,Panda Party,powa,chamber,sentinel,0.5,73,213.8,0.90,139.0,0.63,0.75,0.16,0.19,0.18,55,61,12,14,13,1385
5089,Panda Party,powa,breach,initiator,0.25,33,141.0,0.45,97.8,0.58,0.42,0.18,0.00,0.00,14,31,6,0,0,1385
5090,Panda Party,powa,sova,initiator,0.125,22,153.0,0.92,99.3,0.68,0.55,0.27,0.09,0.00,12,13,6,2,0,1385
5091,Panda Party,powa,fade,initiator,0.125,20,246.0,1.58,153.8,0.85,0.95,0.55,0.05,0.00,19,12,11,1,0,1385
5092,Maniacos da Mira,Palla,kayo,initiator,0.667,41,166.5,0.70,122.0,0.71,0.56,0.37,0.05,0.17,23,33,15,2,7,1547
5093,Maniacos da Mira,Palla,sova,initiator,0.33299999999999996,16,215.0,0.85,144.9,0.75,0.69,0.31,0.06,0.00,11,13,5,1,0,1547
5094,n/a,ScherBi,killjoy,sentinel,0.6,64,183.0,0.89,124.8,0.64,0.61,0.19,0.05,0.06,39,44,12,3,4,n/a
5095,n/a,ScherBi,chamber,sentinel,0.4,45,200.5,1.03,138.1,0.69,0.76,0.13,0.04,0.13,34,33,6,2,6,n/a
5096,Lenny Time,TEAGUE,kayo,initiator,0.466,1010,209.8,1.05,133.3,0.76,0.70,0.47,0.09,0.10,708,676,473,89,101,1644
5097,Lenny Time,TEAGUE,breach,initiator,0.35,773,192.2,1.00,121.7,0.75,0.64,0.41,0.06,0.06,496,496,317,47,44,1644
5098,Lenny Time,TEAGUE,sova,initiator,0.068,139,196.3,0.87,139.1,0.69,0.64,0.40,0.07,0.07,89,102,55,10,10,1644
5099,Lenny Time,TEAGUE,fade,initiator,0.057999999999999996,120,164.7,0.86,106.7,0.67,0.60,0.33,0.06,0.12,72,84,40,7,14,1644
5100,Lenny Time,TEAGUE,skye,initiator,0.039,67,199.8,1.02,123.8,0.67,0.69,0.27,0.12,0.04,46,45,18,8,3,1644
5101,Lenny Time,TEAGUE,sage,sentinel,0.019,44,162.0,0.88,85.8,0.66,0.64,0.32,0.11,0.11,28,32,14,5,5,1644
5102,Guild Esports,koldamenta,viper,controller,0.273,133,226.7,1.18,145.4,0.81,0.77,0.39,0.08,0.08,103,87,52,11,10,1871
5103,Guild Esports,koldamenta,omen,controller,0.273,142,167.7,0.79,108.0,0.7,0.56,0.41,0.06,0.07,79,100,58,9,10,1871
5104,Guild Esports,koldamenta,brimstone,controller,0.22699999999999998,117,180.2,1.18,119.3,0.76,0.66,0.41,0.07,0.09,77,65,48,8,10,1871
5105,Guild Esports,koldamenta,astra,controller,0.22699999999999998,101,149.6,0.66,99.2,0.63,0.50,0.29,0.05,0.11,50,76,29,5,11,1871
5106,n/a,AlphaFly,astra,controller,0.45,188,229.1,1.30,147.1,0.73,0.80,0.35,0.07,0.08,150,115,65,14,15,n/a
5107,n/a,AlphaFly,viper,controller,0.35,142,184.6,0.87,116.9,0.73,0.64,0.26,0.05,0.09,91,105,37,7,13,n/a
5108,n/a,AlphaFly,kayo,initiator,0.15,62,156.7,0.72,114.8,0.66,0.53,0.37,0.06,0.18,33,46,23,4,11,n/a
5109,n/a,AlphaFly,breach,initiator,0.05,28,277.0,1.33,164.3,0.86,1.00,0.36,0.29,0.00,28,21,10,8,0,n/a
5110,Sentinels,Dani,omen,controller,0.353,123,189.0,1.00,112.5,0.72,0.66,0.38,0.07,0.08,81,81,47,9,10,1725
5111,Sentinels,Dani,viper,controller,0.294,110,173.0,0.83,110.3,0.67,0.59,0.32,0.05,0.12,65,78,35,6,13,1725
5112,Sentinels,Dani,sova,initiator,0.17600000000000002,54,186.7,1.54,130.3,0.87,0.69,0.43,0.02,0.04,37,24,23,1,2,1725
5113,Sentinels,Dani,fade,initiator,0.059000000000000004,22,173.0,0.61,112.1,0.64,0.50,0.36,0.05,0.00,11,18,8,1,0,1725
5114,Sentinels,Dani,skye,initiator,0.059000000000000004,26,276.0,1.47,188.9,0.77,0.96,0.35,0.04,0.00,25,17,9,1,0,1725
5115,Sentinels,Dani,kayo,initiator,0.059000000000000004,23,146.0,0.48,98.6,0.57,0.43,0.43,0.00,0.04,10,21,10,0,1,1725
5116,Keyd Stars,murizzz,sage,sentinel,0.313,103,151.6,0.79,99.8,0.65,0.56,0.28,0.06,0.11,58,73,29,6,11,1831
5117,Keyd Stars,murizzz,chamber,sentinel,0.25,104,213.5,1.09,137.5,0.69,0.73,0.17,0.16,0.17,76,70,18,17,18,1831
5118,Keyd Stars,murizzz,skye,initiator,0.125,47,195.5,0.81,130.0,0.7,0.62,0.30,0.11,0.13,29,36,14,5,6,1831
5119,Keyd Stars,murizzz,fade,initiator,0.125,46,204.5,1.03,131.0,0.65,0.72,0.35,0.07,0.15,33,32,16,3,7,1831
5120,Keyd Stars,murizzz,kayo,initiator,0.063,23,247.0,1.31,157.7,0.7,0.91,0.52,0.04,0.13,21,16,12,1,3,1831
5121,Keyd Stars,murizzz,killjoy,sentinel,0.063,17,204.0,0.63,148.6,0.59,0.59,0.29,0.18,0.18,10,16,5,3,3,1831
5122,Keyd Stars,murizzz,viper,controller,0.063,20,152.0,0.79,101.2,0.55,0.55,0.20,0.05,0.15,11,14,4,1,3,1831
5123,Night Wings Gaming,JXR,skye,initiator,0.33299999999999996,119,204.3,1.20,136.6,0.77,0.75,0.30,0.03,0.08,89,74,36,4,9,1670
5124,Night Wings Gaming,JXR,kayo,initiator,0.33299999999999996,133,231.3,1.11,141.9,0.79,0.80,0.45,0.11,0.05,107,96,60,14,6,1670
5125,Night Wings Gaming,JXR,breach,initiator,0.16699999999999998,53,119.7,0.42,76.2,0.64,0.36,0.36,0.04,0.04,19,45,19,2,2,1670
5126,Night Wings Gaming,JXR,sage,sentinel,0.16699999999999998,57,165.0,0.79,101.4,0.75,0.53,0.40,0.05,0.07,30,38,23,3,4,1670
5127,Solstice Esports,crakd,sova,initiator,0.263,95,231.4,1.38,147.7,0.77,0.81,0.45,0.11,0.09,77,56,43,10,9,1410
5128,Solstice Esports,crakd,viper,controller,0.21100000000000002,95,219.0,1.09,144.4,0.64,0.75,0.25,0.08,0.15,71,65,24,8,14,1410
5129,Solstice Esports,crakd,breach,initiator,0.158,56,204.0,1.26,133.9,0.8,0.79,0.39,0.02,0.07,44,35,22,1,4,1410
5130,Solstice Esports,crakd,astra,controller,0.105,36,109.0,0.36,77.4,0.53,0.33,0.25,0.03,0.08,12,33,9,1,3,1410
5131,Solstice Esports,crakd,kayo,initiator,0.105,48,175.5,0.91,116.3,0.73,0.65,0.35,0.02,0.08,31,34,17,1,4,1410
5132,Solstice Esports,crakd,omen,controller,0.053,16,89.0,0.29,55.5,0.44,0.25,0.19,0.00,0.19,4,14,3,0,3,1410
5133,Solstice Esports,crakd,sage,sentinel,0.053,23,195.0,1.00,138.4,0.78,0.65,0.22,0.09,0.04,15,15,5,2,1,1410
5134,Solstice Esports,crakd,skye,initiator,0.053,15,158.0,0.50,107.3,0.6,0.47,0.20,0.00,0.00,7,14,3,0,0,1410
5135,Immortals,tupperware,omen,controller,0.4,282,175.6,0.83,113.1,0.73,0.59,0.41,0.08,0.09,165,198,115,23,24,1674
5136,Immortals,tupperware,viper,controller,0.33299999999999996,209,176.3,0.91,119.0,0.69,0.60,0.25,0.10,0.07,125,138,53,20,15,1674
5137,Immortals,tupperware,brimstone,controller,0.2,144,196.3,0.90,126.8,0.7,0.65,0.28,0.05,0.07,93,103,40,7,10,1674
5138,Immortals,tupperware,jett,duelist,0.033,17,192.0,1.22,125.2,0.76,0.65,0.29,0.12,0.12,11,9,5,2,2,1674
5139,Immortals,tupperware,skye,initiator,0.033,22,158.0,0.80,101.4,0.73,0.55,0.41,0.05,0.09,12,15,9,1,2,1674
5140,n/a,wrong,viper,controller,0.5,177,197.9,0.90,133.8,0.75,0.64,0.32,0.05,0.10,114,126,57,9,17,n/a
5141,n/a,wrong,astra,controller,0.25,71,179.0,0.94,114.6,0.69,0.65,0.35,0.06,0.03,46,49,25,4,2,n/a
5142,n/a,wrong,kayo,initiator,0.188,71,134.7,0.55,90.1,0.63,0.44,0.41,0.06,0.20,31,56,29,4,14,n/a
5143,n/a,wrong,sage,sentinel,0.063,21,130.0,0.44,89.6,0.67,0.38,0.33,0.00,0.19,8,18,7,0,4,n/a
5144,Levitate,Psyche,jett,duelist,0.429,187,212.6,1.04,138.1,0.62,0.78,0.07,0.20,0.19,146,140,14,37,36,1425
5145,Levitate,Psyche,chamber,sentinel,0.381,183,172.4,0.81,110.3,0.57,0.62,0.05,0.18,0.17,113,140,9,33,31,1425
5146,Levitate,Psyche,neon,duelist,0.19,85,181.8,0.77,136.1,0.68,0.64,0.25,0.07,0.24,54,70,21,6,20,1425
5147,Supremacyy,Lz,omen,controller,0.5,167,195.3,0.95,125.4,0.72,0.68,0.26,0.03,0.06,114,120,44,5,10,1458
5148,Supremacyy,Lz,brimstone,controller,0.25,86,215.0,1.05,132.6,0.66,0.73,0.23,0.09,0.05,63,60,20,8,4,1458
5149,Supremacyy,Lz,viper,controller,0.125,32,100.5,0.55,67.1,0.56,0.38,0.22,0.00,0.09,12,22,7,0,3,1458
5150,Supremacyy,Lz,astra,controller,0.125,64,173.5,0.93,118.6,0.67,0.63,0.27,0.03,0.03,40,43,17,2,2,1458
5151,ORDER,rDeeW,chamber,sentinel,0.429,183,195.3,1.21,130.2,0.72,0.74,0.16,0.10,0.09,136,112,30,18,16,2134
5152,ORDER,rDeeW,astra,controller,0.19,87,212.3,1.64,129.6,0.74,0.89,0.31,0.02,0.02,77,47,27,2,2,2134
5153,ORDER,rDeeW,viper,controller,0.14300000000000002,69,211.3,1.38,147.2,0.77,0.78,0.28,0.09,0.06,54,39,19,6,4,2134
5154,ORDER,rDeeW,cypher,sentinel,0.095,40,192.5,1.43,126.3,0.73,0.75,0.20,0.10,0.13,30,21,8,4,5,2134
5155,ORDER,rDeeW,killjoy,sentinel,0.048,15,179.0,2.40,143.0,0.87,0.80,0.07,0.13,0.00,12,5,1,2,0,2134
5156,ORDER,rDeeW,neon,duelist,0.048,17,109.0,0.40,73.1,0.71,0.35,0.18,0.12,0.18,6,15,3,2,3,2134
5157,ORDER,rDeeW,omen,controller,0.048,32,192.0,1.09,116.7,0.72,0.75,0.25,0.03,0.03,24,22,8,1,1,2134
5158,prime 5,Jivix,jett,duelist,0.42100000000000004,164,246.3,1.09,154.1,0.7,0.85,0.15,0.26,0.21,139,127,24,43,35,1343
5159,prime 5,Jivix,chamber,sentinel,0.21100000000000002,80,232.8,1.15,148.3,0.7,0.85,0.13,0.24,0.10,68,59,10,19,8,1343
5160,prime 5,Jivix,sage,sentinel,0.158,68,244.7,1.18,151.3,0.69,0.85,0.26,0.12,0.13,58,49,18,8,9,1343
5161,prime 5,Jivix,raze,duelist,0.105,37,190.5,0.96,131.0,0.65,0.70,0.22,0.03,0.16,26,27,8,1,6,1343
5162,prime 5,Jivix,omen,controller,0.053,19,210.0,1.08,133.8,0.68,0.74,0.26,0.11,0.16,14,13,5,2,3,1343
5163,prime 5,Jivix,skye,initiator,0.053,24,174.0,0.94,116.6,0.71,0.63,0.38,0.13,0.04,15,16,9,3,1,1343
5164,Movistar Optix,Tio,astra,controller,0.28600000000000003,41,152.5,0.70,93.2,0.68,0.51,0.32,0.05,0.10,21,30,13,2,4,1598
5165,Movistar Optix,Tio,chamber,sentinel,0.28600000000000003,41,211.5,1.03,137.0,0.66,0.76,0.12,0.12,0.20,31,30,5,5,8,1598
5166,Movistar Optix,Tio,fade,initiator,0.14300000000000002,22,196.0,0.87,140.2,0.73,0.59,0.45,0.00,0.05,13,15,10,0,1,1598
5167,Movistar Optix,Tio,sova,initiator,0.14300000000000002,16,254.0,1.00,188.9,0.69,0.81,0.31,0.13,0.06,13,13,5,2,1,1598
5168,Movistar Optix,Tio,skye,initiator,0.14300000000000002,20,229.0,1.45,151.2,0.85,0.80,0.50,0.10,0.00,16,11,10,2,0,1598
5169,n/a,Gjalla,jett,duelist,0.5,78,199.8,0.85,128.9,0.62,0.72,0.13,0.18,0.13,56,66,10,14,10,n/a
5170,n/a,Gjalla,neon,duelist,0.25,36,143.0,0.58,101.4,0.61,0.53,0.14,0.14,0.17,19,33,5,5,6,n/a
5171,n/a,Gjalla,raze,duelist,0.25,37,124.5,0.35,83.6,0.49,0.30,0.22,0.05,0.22,11,31,8,2,8,n/a
5172,Team Flux,Cloudey,viper,controller,0.375,232,187.5,0.90,116.8,0.64,0.65,0.25,0.07,0.09,151,168,59,16,20,1449
5173,Team Flux,Cloudey,brimstone,controller,0.313,190,177.4,0.84,119.4,0.72,0.60,0.32,0.05,0.07,114,135,60,10,14,1449
5174,Team Flux,Cloudey,astra,controller,0.156,92,164.8,0.80,112.5,0.7,0.61,0.35,0.03,0.08,56,70,32,3,7,1449
5175,Team Flux,Cloudey,omen,controller,0.156,97,196.8,0.96,121.8,0.75,0.71,0.28,0.05,0.07,69,72,27,5,7,1449
5176,n/a,agM,fade,initiator,0.72,358,197.1,1.05,121.6,0.77,0.70,0.36,0.07,0.04,249,237,130,24,16,n/a
5177,n/a,agM,breach,initiator,0.16,85,152.8,0.83,102.9,0.68,0.56,0.33,0.01,0.07,48,58,28,1,6,n/a
5178,n/a,agM,sova,initiator,0.08,45,158.5,0.89,108.8,0.76,0.56,0.07,0.07,0.02,25,28,3,3,1,n/a
5179,n/a,agM,viper,controller,0.04,23,160.0,0.87,105.6,0.74,0.57,0.26,0.04,0.09,13,15,6,1,2,n/a
5180,Avengers,retzi,jett,duelist,0.636,148,200.4,1.00,135.5,0.66,0.72,0.17,0.09,0.18,107,107,25,14,26,1443
5181,Avengers,retzi,sage,sentinel,0.273,65,137.0,0.65,89.6,0.69,0.48,0.22,0.02,0.08,31,48,14,1,5,1443
5182,Avengers,retzi,raze,duelist,0.091,20,171.0,0.71,117.2,0.55,0.60,0.20,0.10,0.20,12,17,4,2,4,1443
5183,H34DHUNT3RZ,GLYPH,sage,sentinel,0.263,211,180.4,0.86,113.7,0.65,0.62,0.34,0.09,0.10,130,152,71,18,21,1440
5184,H34DHUNT3RZ,GLYPH,viper,controller,0.263,204,221.1,1.26,144.0,0.72,0.77,0.31,0.09,0.05,157,125,64,18,10,1440
5185,H34DHUNT3RZ,GLYPH,omen,controller,0.237,177,189.7,0.94,121.9,0.69,0.66,0.32,0.07,0.08,116,124,57,12,14,1440
5186,H34DHUNT3RZ,GLYPH,breach,initiator,0.158,118,174.8,0.83,115.7,0.75,0.60,0.37,0.08,0.05,71,86,44,9,6,1440
5187,H34DHUNT3RZ,GLYPH,astra,controller,0.026000000000000002,21,167.0,0.92,104.6,0.67,0.57,0.29,0.14,0.24,12,13,6,3,5,1440
5188,H34DHUNT3RZ,GLYPH,kayo,initiator,0.026000000000000002,23,177.0,0.63,111.2,0.57,0.52,0.22,0.09,0.17,12,19,5,2,4,1440
5189,H34DHUNT3RZ,GLYPH,brimstone,controller,0.026000000000000002,17,197.0,0.91,138.9,0.76,0.59,0.71,0.06,0.00,10,11,12,1,0,1440
5190,n/a,APO,cypher,sentinel,0.267,81,168.0,0.94,117.7,0.72,0.59,0.17,0.06,0.04,48,51,14,5,3,n/a
5191,n/a,APO,breach,initiator,0.267,86,155.0,0.96,101.7,0.7,0.59,0.29,0.02,0.01,51,53,25,2,1,n/a
5192,n/a,APO,sova,initiator,0.2,68,234.7,1.38,158.8,0.79,0.81,0.25,0.07,0.04,55,40,17,5,3,n/a
5193,n/a,APO,viper,controller,0.133,47,198.5,1.27,129.0,0.79,0.70,0.28,0.00,0.04,33,26,13,0,2,n/a
5194,n/a,APO,chamber,sentinel,0.133,49,185.5,0.92,125.0,0.61,0.67,0.02,0.10,0.06,33,36,1,5,3,n/a
5195,n/a,zinc,kayo,initiator,0.4,79,168.3,0.77,109.3,0.61,0.58,0.42,0.06,0.18,46,60,33,5,14,n/a
5196,n/a,zinc,cypher,sentinel,0.2,36,174.0,0.68,120.5,0.56,0.58,0.14,0.11,0.14,21,31,5,4,5,n/a
5197,n/a,zinc,killjoy,sentinel,0.2,43,182.5,0.68,121.8,0.56,0.60,0.19,0.16,0.21,26,38,8,7,9,n/a
5198,n/a,zinc,breach,initiator,0.2,42,178.0,1.17,116.8,0.76,0.67,0.31,0.02,0.05,28,24,13,1,2,n/a
5199,Ariana Grande Perfume,cwaudia,omen,controller,0.258,159,192.1,1.07,122.3,0.7,0.67,0.35,0.08,0.05,106,99,55,12,8,1604
5200,Ariana Grande Perfume,cwaudia,sova,initiator,0.226,124,147.6,0.88,102.2,0.76,0.51,0.34,0.06,0.06,63,72,42,7,8,1604
5201,Ariana Grande Perfume,cwaudia,viper,controller,0.19399999999999998,123,211.5,1.01,135.8,0.77,0.69,0.36,0.07,0.02,85,84,44,9,2,1604
5202,Ariana Grande Perfume,cwaudia,skye,initiator,0.161,99,162.6,0.82,107.4,0.72,0.57,0.31,0.08,0.05,56,68,31,8,5,1604
5203,Ariana Grande Perfume,cwaudia,brimstone,controller,0.129,89,184.3,0.90,122.1,0.67,0.63,0.30,0.07,0.03,56,62,27,6,3,1604
5204,Ariana Grande Perfume,cwaudia,cypher,sentinel,0.032,19,276.0,2.38,203.6,0.89,1.00,0.42,0.05,0.05,19,8,8,1,1,1604
5205,Team Brave Soldiers,zaninZS,sova,initiator,0.525,451,213.0,1.09,142.4,0.78,0.73,0.26,0.06,0.06,330,304,119,28,25,1593
5206,Team Brave Soldiers,zaninZS,skye,initiator,0.325,273,171.5,0.91,109.2,0.74,0.62,0.27,0.08,0.08,168,185,73,22,21,1593
5207,Team Brave Soldiers,zaninZS,fade,initiator,0.125,95,144.8,0.72,95.9,0.73,0.52,0.29,0.05,0.09,49,68,28,5,9,1593
5208,Team Brave Soldiers,zaninZS,breach,initiator,0.025,19,219.0,1.15,147.8,0.74,0.79,0.26,0.05,0.00,15,13,5,1,0,1593
5209,n/a,ricky,sova,initiator,0.568,464,185.0,1.04,129.3,0.73,0.65,0.29,0.04,0.06,300,289,135,17,29,n/a
5210,n/a,ricky,fade,initiator,0.37799999999999995,298,178.2,0.94,115.1,0.73,0.62,0.38,0.05,0.05,184,195,113,16,14,n/a
5211,n/a,ricky,sage,sentinel,0.027000000000000003,18,213.0,0.86,142.5,0.67,0.67,0.33,0.06,0.06,12,14,6,1,1,n/a
5212,n/a,ricky,skye,initiator,0.027000000000000003,22,143.0,0.59,94.6,0.64,0.45,0.27,0.00,0.23,10,17,6,0,5,n/a
