matchId,puuid,tier,champion
JP1_366254586,z19xm4baulfUNJLZIHPf62uFWWqAyw1akQdaL6XzDdX0VyjBK0e4ki3kEtxkOph2uzNXlqLOsjbnwA,IRON,Heimerdinger
JP1_365374466,DHK8gzlOJf_Kw4zT_ycMDEn-4xyYZ6GODzqi4O4K7xYVJXcDQ0NqJF0CNhvPkiH23iiiLdB961L1UA,IRON,Xerath
JP1_365382014,DHK8gzlOJf_Kw4zT_ycMDEn-4xyYZ6GODzqi4O4K7xYVJXcDQ0NqJF0CNhvPkiH23iiiLdB961L1UA,IRON,Swain
JP1_365365817,DHK8gzlOJf_Kw4zT_ycMDEn-4xyYZ6GODzqi4O4K7xYVJXcDQ0NqJF0CNhvPkiH23iiiLdB961L1UA,IRON,Pyke
JP1_364248959,0j-TN40h_91mWkDjZrMYwToXXccuXdcuxUmsYpgE7fbr4ZS60MBCcYcumQKNihi4TepC1Cq1A_YOJQ,IRON,Nilah
JP1_364257826,0j-TN40h_91mWkDjZrMYwToXXccuXdcuxUmsYpgE7fbr4ZS60MBCcYcumQKNihi4TepC1Cq1A_YOJQ,IRON,Gangplank
JP1_364266112,0j-TN40h_91mWkDjZrMYwToXXccuXdcuxUmsYpgE7fbr4ZS60MBCcYcumQKNihi4TepC1Cq1A_YOJQ,IRON,Aatrox
JP1_366250439,jRGwt9MIjRA1LSIEvDQm86FH3KPYKDoTJNLVNdeBrb2hg5Gljn-OuR3NCUHdpCLr6BsR-m4lkwooZA,IRON,Leona
JP1_363986045,jRGwt9MIjRA1LSIEvDQm86FH3KPYKDoTJNLVNdeBrb2hg5Gljn-OuR3NCUHdpCLr6BsR-m4lkwooZA,IRON,Sivir
JP1_364004323,jRGwt9MIjRA1LSIEvDQm86FH3KPYKDoTJNLVNdeBrb2hg5Gljn-OuR3NCUHdpCLr6BsR-m4lkwooZA,IRON,Seraphine
JP1_358744500,dPq7jmlVOVLqz8D5vvc0X7DxrYCGM2U5G_BPTogu_Uk_VQt-ir28ZTMN9kwFXPSY3_oDL4KaWjLtbw,IRON,Cho'Gath
JP1_358701601,dPq7jmlVOVLqz8D5vvc0X7DxrYCGM2U5G_BPTogu_Uk_VQt-ir28ZTMN9kwFXPSY3_oDL4KaWjLtbw,IRON,Cho'Gath
JP1_358710584,dPq7jmlVOVLqz8D5vvc0X7DxrYCGM2U5G_BPTogu_Uk_VQt-ir28ZTMN9kwFXPSY3_oDL4KaWjLtbw,IRON,Cho'Gath
JP1_366405790,Cpl2douMsvwuD4luydUVJ2z6B-GvQJBZ8TvdF9P4vqYwjpD1NQtSefhZgAGkk8_C9oNb_nMM8Ta74g,IRON,Yone
JP1_366404415,Cpl2douMsvwuD4luydUVJ2z6B-GvQJBZ8TvdF9P4vqYwjpD1NQtSefhZgAGkk8_C9oNb_nMM8Ta74g,IRON,Darius
JP1_366349307,Cpl2douMsvwuD4luydUVJ2z6B-GvQJBZ8TvdF9P4vqYwjpD1NQtSefhZgAGkk8_C9oNb_nMM8Ta74g,IRON,Volibear
JP1_363842754,HsOlygujum15UfqhAelIaWUm8JOBvLuRslz3kwtyxdW0wwA5s710Kt_2W15wbW7RYZZWJ5lWXoB3yQ,IRON,Jinx
JP1_363831996,HsOlygujum15UfqhAelIaWUm8JOBvLuRslz3kwtyxdW0wwA5s710Kt_2W15wbW7RYZZWJ5lWXoB3yQ,IRON,Miss Fortune
JP1_363840228,HsOlygujum15UfqhAelIaWUm8JOBvLuRslz3kwtyxdW0wwA5s710Kt_2W15wbW7RYZZWJ5lWXoB3yQ,IRON,Miss Fortune
JP1_349237434,BkDVc1fH1E52BEw97ieTXEQTUsDL_s4e1B1642m2nVcpyCVM5igCeBmyQP9QQ5sBiUnEocSyrSjXbw,IRON,Mordekaiser
JP1_349226551,BkDVc1fH1E52BEw97ieTXEQTUsDL_s4e1B1642m2nVcpyCVM5igCeBmyQP9QQ5sBiUnEocSyrSjXbw,IRON,Lee Sin
JP1_349222327,BkDVc1fH1E52BEw97ieTXEQTUsDL_s4e1B1642m2nVcpyCVM5igCeBmyQP9QQ5sBiUnEocSyrSjXbw,IRON,Mordekaiser
JP1_366237888,6cNu2Vy6R9RojLV3buuTZsjhEiuLohM1f_lnWBFSOhcsQAnaI6eJMXABqEXE5L6nGJ8SFsQNPHSwkQ,IRON,Lux
JP1_366244433,6cNu2Vy6R9RojLV3buuTZsjhEiuLohM1f_lnWBFSOhcsQAnaI6eJMXABqEXE5L6nGJ8SFsQNPHSwkQ,IRON,Lux
JP1_366240980,6cNu2Vy6R9RojLV3buuTZsjhEiuLohM1f_lnWBFSOhcsQAnaI6eJMXABqEXE5L6nGJ8SFsQNPHSwkQ,IRON,Lux
JP1_360942732,fFfw1A7ro27lSThi2IHD8uyi4LAelkZ4wQgognjCsaqn-u5VuCcDA0Wu4IO-gus99_QWWOkxzBFnPA,IRON,Ezreal
JP1_360921096,fFfw1A7ro27lSThi2IHD8uyi4LAelkZ4wQgognjCsaqn-u5VuCcDA0Wu4IO-gus99_QWWOkxzBFnPA,IRON,Caitlyn
JP1_360919378,fFfw1A7ro27lSThi2IHD8uyi4LAelkZ4wQgognjCsaqn-u5VuCcDA0Wu4IO-gus99_QWWOkxzBFnPA,IRON,Jhin
JP1_362137220,J7sdS6ROCvC2Z-ZnMkneVjU5ngCmuoXPvRsbp_1wufJjCOcvJ27O_dx6PnXMali1OcisTkC0i3m9Bg,IRON,Rek'Sai
JP1_361736261,J7sdS6ROCvC2Z-ZnMkneVjU5ngCmuoXPvRsbp_1wufJjCOcvJ27O_dx6PnXMali1OcisTkC0i3m9Bg,IRON,Rek'Sai
JP1_361534258,J7sdS6ROCvC2Z-ZnMkneVjU5ngCmuoXPvRsbp_1wufJjCOcvJ27O_dx6PnXMali1OcisTkC0i3m9Bg,IRON,Rek'Sai
JP1_365440666,DBw6eFAec4HFKmmHWBIUuKqVroiSL_FUufqjgWHhWa9enF1KBuFb05rbNRfXyICvuxMv1wQ2--oCmw,IRON,Sett
JP1_359382304,DBw6eFAec4HFKmmHWBIUuKqVroiSL_FUufqjgWHhWa9enF1KBuFb05rbNRfXyICvuxMv1wQ2--oCmw,IRON,Akali
JP1_359372003,DBw6eFAec4HFKmmHWBIUuKqVroiSL_FUufqjgWHhWa9enF1KBuFb05rbNRfXyICvuxMv1wQ2--oCmw,IRON,Sett
JP1_366224233,yRearvm5MuuLrIXRY_q6EBoAU_Umul1VVw8Zo4_OygiAkS78qMIMmdpjvOsjV91bmInw0sSq_aMOPw,IRON,Mordekaiser
JP1_365986098,yRearvm5MuuLrIXRY_q6EBoAU_Umul1VVw8Zo4_OygiAkS78qMIMmdpjvOsjV91bmInw0sSq_aMOPw,IRON,Irelia
JP1_365236404,yRearvm5MuuLrIXRY_q6EBoAU_Umul1VVw8Zo4_OygiAkS78qMIMmdpjvOsjV91bmInw0sSq_aMOPw,IRON,Sivir
JP1_366393967,2PhTVhduB3KNH8ia15dZrWPUMjZQQ_LbWxRuxIQ6zc_G6I7bXUjSlIeJzGVDbTxTb40eYNhUmqhsxQ,IRON,Tristana
JP1_366401244,2PhTVhduB3KNH8ia15dZrWPUMjZQQ_LbWxRuxIQ6zc_G6I7bXUjSlIeJzGVDbTxTb40eYNhUmqhsxQ,IRON,Diana
JP1_366400105,2PhTVhduB3KNH8ia15dZrWPUMjZQQ_LbWxRuxIQ6zc_G6I7bXUjSlIeJzGVDbTxTb40eYNhUmqhsxQ,IRON,Diana
JP1_358423033,BhlOfmhhR3CwAdKeti12wX39nShHA-4TVgHmxvz5tWTUMC5srADtv-go5cFFL1Tq871Hnz3wTW9zzA,IRON,Kayle
JP1_350318846,BhlOfmhhR3CwAdKeti12wX39nShHA-4TVgHmxvz5tWTUMC5srADtv-go5cFFL1Tq871Hnz3wTW9zzA,IRON,Nasus
JP1_350287793,BhlOfmhhR3CwAdKeti12wX39nShHA-4TVgHmxvz5tWTUMC5srADtv-go5cFFL1Tq871Hnz3wTW9zzA,IRON,Twitch
JP1_364201278,tystdLdO3fnHUtCIozkMbQivY73q_GM5Id0WHQwSPJbiNKBZaNsC3LJHtPfeJ83EIH9X2JqEgs20qA,IRON,Malzahar
JP1_364177199,tystdLdO3fnHUtCIozkMbQivY73q_GM5Id0WHQwSPJbiNKBZaNsC3LJHtPfeJ83EIH9X2JqEgs20qA,IRON,Yasuo
JP1_364184847,tystdLdO3fnHUtCIozkMbQivY73q_GM5Id0WHQwSPJbiNKBZaNsC3LJHtPfeJ83EIH9X2JqEgs20qA,IRON,Malzahar
JP1_363225980,gM48HplNdTuPj7BaYJPXTGACvT6Mndz7Yhr3YdGXOXiCPdQTSEMjElZLpwPvfnHy425pv_ObMOS7Vw,IRON,Teemo
JP1_363243909,gM48HplNdTuPj7BaYJPXTGACvT6Mndz7Yhr3YdGXOXiCPdQTSEMjElZLpwPvfnHy425pv_ObMOS7Vw,IRON,Janna
JP1_362961565,gM48HplNdTuPj7BaYJPXTGACvT6Mndz7Yhr3YdGXOXiCPdQTSEMjElZLpwPvfnHy425pv_ObMOS7Vw,IRON,Garen
JP1_358615120,ZLvUSCRyOsn4HYA9Asw31sB4H1tnQeDBTY8ucBurZOBipHkE3N3q34aRaI88IAyT2_peYpLV24ZQqQ,IRON,Brand
JP1_358527766,ZLvUSCRyOsn4HYA9Asw31sB4H1tnQeDBTY8ucBurZOBipHkE3N3q34aRaI88IAyT2_peYpLV24ZQqQ,IRON,Brand
JP1_358524072,ZLvUSCRyOsn4HYA9Asw31sB4H1tnQeDBTY8ucBurZOBipHkE3N3q34aRaI88IAyT2_peYpLV24ZQqQ,IRON,Brand
JP1_364650295,29sVIb0jNazcXOTRY623F0RjeZMRdm6_rk_ta-vaQa42Ba6n54J1YC1MNS_v9cpLT45H7lN0otrYCw,IRON,Talon
JP1_364539004,29sVIb0jNazcXOTRY623F0RjeZMRdm6_rk_ta-vaQa42Ba6n54J1YC1MNS_v9cpLT45H7lN0otrYCw,IRON,Shyvana
JP1_364528396,29sVIb0jNazcXOTRY623F0RjeZMRdm6_rk_ta-vaQa42Ba6n54J1YC1MNS_v9cpLT45H7lN0otrYCw,IRON,Wukong
JP1_364102306,MzsGRcXDMFjNWg3zwkqbZd3sH58eGRDkxkK77XYYiy3OwQZeIwUw6nQ8fcNPUHv8_loQ-iFKf5SXJA,IRON,Akali
JP1_363577386,MzsGRcXDMFjNWg3zwkqbZd3sH58eGRDkxkK77XYYiy3OwQZeIwUw6nQ8fcNPUHv8_loQ-iFKf5SXJA,IRON,Akali
JP1_362172767,MzsGRcXDMFjNWg3zwkqbZd3sH58eGRDkxkK77XYYiy3OwQZeIwUw6nQ8fcNPUHv8_loQ-iFKf5SXJA,IRON,Swain
JP1_365479347,6LomSJZu4scp15m5kkDOWda-D55yoN8zMMv9wz0xBrKAjZxVtbLw6Q1sWVxzFivvHMML0YzOoCfa9g,IRON,Morgana
JP1_364108983,6LomSJZu4scp15m5kkDOWda-D55yoN8zMMv9wz0xBrKAjZxVtbLw6Q1sWVxzFivvHMML0YzOoCfa9g,IRON,Lissandra
JP1_355537280,6LomSJZu4scp15m5kkDOWda-D55yoN8zMMv9wz0xBrKAjZxVtbLw6Q1sWVxzFivvHMML0YzOoCfa9g,IRON,Kassadin
JP1_352867117,JzHlQapyBU7h3z9o0QLG7IslHzqYy5gHo7xVIIhEsGZWq-LJy35DRcmX4QUpOsq-3_lsYxVNwOneAg,IRON,Syndra
JP1_352866266,JzHlQapyBU7h3z9o0QLG7IslHzqYy5gHo7xVIIhEsGZWq-LJy35DRcmX4QUpOsq-3_lsYxVNwOneAg,IRON,Akshan
JP1_352630801,JzHlQapyBU7h3z9o0QLG7IslHzqYy5gHo7xVIIhEsGZWq-LJy35DRcmX4QUpOsq-3_lsYxVNwOneAg,IRON,Lux
JP1_360077541,1oVIrRKhLuoyGjLkZN9rqqzUZjiX0eckOb7MraQxP4l_dTlX20WM2BD2zJ-evRuJUPpy2O7sbeDGMg,IRON,Pyke
JP1_356486265,1oVIrRKhLuoyGjLkZN9rqqzUZjiX0eckOb7MraQxP4l_dTlX20WM2BD2zJ-evRuJUPpy2O7sbeDGMg,IRON,Aurelion Sol
JP1_356484365,1oVIrRKhLuoyGjLkZN9rqqzUZjiX0eckOb7MraQxP4l_dTlX20WM2BD2zJ-evRuJUPpy2O7sbeDGMg,IRON,Caitlyn
JP1_366306796,V3om4WA38_N0CL4esSLxAMGhwMOil1YotehABdnt20MzK6zBXtCGCrn46x2Zf0n-T4VB3v7UqY3vIw,IRON,Kai'Sa
JP1_365941327,V3om4WA38_N0CL4esSLxAMGhwMOil1YotehABdnt20MzK6zBXtCGCrn46x2Zf0n-T4VB3v7UqY3vIw,IRON,Ezreal
JP1_365930747,V3om4WA38_N0CL4esSLxAMGhwMOil1YotehABdnt20MzK6zBXtCGCrn46x2Zf0n-T4VB3v7UqY3vIw,IRON,Zeri
JP1_359530120,km01ywTaGh1rnmq9k-jLjwziI6WYsUZVV-OP83Qjf5x6y9nW1-T6QbKvIxzrTCQk7qTwhtth2IAAsQ,IRON,Karma
JP1_357931913,km01ywTaGh1rnmq9k-jLjwziI6WYsUZVV-OP83Qjf5x6y9nW1-T6QbKvIxzrTCQk7qTwhtth2IAAsQ,IRON,Orianna
JP1_357724425,km01ywTaGh1rnmq9k-jLjwziI6WYsUZVV-OP83Qjf5x6y9nW1-T6QbKvIxzrTCQk7qTwhtth2IAAsQ,IRON,Orianna
JP1_357464820,fceNGpngjSeZLi4bpM6OSW2DUR__orCbYo2yHgVkpb3Rl8x4YV1XjMR2JuCXJPpdAPaH8DnXBazqAA,IRON,Syndra
JP1_357474051,fceNGpngjSeZLi4bpM6OSW2DUR__orCbYo2yHgVkpb3Rl8x4YV1XjMR2JuCXJPpdAPaH8DnXBazqAA,IRON,Nasus
JP1_352121545,fceNGpngjSeZLi4bpM6OSW2DUR__orCbYo2yHgVkpb3Rl8x4YV1XjMR2JuCXJPpdAPaH8DnXBazqAA,IRON,Karma
JP1_365928814,nSmKsfzJ7WJpb-KCid3x8taIeb5kA2jKlo26ZrcMF0f6Zcx_0uoDjBe2qiDPhq_ke_YJrV_mq_R1XQ,IRON,LeBlanc
JP1_365655459,nSmKsfzJ7WJpb-KCid3x8taIeb5kA2jKlo26ZrcMF0f6Zcx_0uoDjBe2qiDPhq_ke_YJrV_mq_R1XQ,IRON,LeBlanc
JP1_365663587,nSmKsfzJ7WJpb-KCid3x8taIeb5kA2jKlo26ZrcMF0f6Zcx_0uoDjBe2qiDPhq_ke_YJrV_mq_R1XQ,IRON,LeBlanc
JP1_366110396,b6o2jOyhhIowog7Y6VOLFexfPM7__SgKLVlnlm5H6CjmmYUpoHZII45y5BmRzqaDiVWKFEAbgnZGdA,IRON,Mordekaiser
JP1_365415910,b6o2jOyhhIowog7Y6VOLFexfPM7__SgKLVlnlm5H6CjmmYUpoHZII45y5BmRzqaDiVWKFEAbgnZGdA,IRON,Mordekaiser
JP1_365218151,b6o2jOyhhIowog7Y6VOLFexfPM7__SgKLVlnlm5H6CjmmYUpoHZII45y5BmRzqaDiVWKFEAbgnZGdA,IRON,Urgot
JP1_355585452,-OszmS8NFWKX78wgv1V5RmxNz1axhOV28a1dZLLOfclpS6gsXunCltFYgUFeqdZCr7gjBQUA24xfRA,IRON,Sylas
JP1_349850521,-OszmS8NFWKX78wgv1V5RmxNz1axhOV28a1dZLLOfclpS6gsXunCltFYgUFeqdZCr7gjBQUA24xfRA,IRON,Neeko
JP1_349819669,-OszmS8NFWKX78wgv1V5RmxNz1axhOV28a1dZLLOfclpS6gsXunCltFYgUFeqdZCr7gjBQUA24xfRA,IRON,Yone
JP1_363303752,1YCJ44Ytr5oyNqHxBo-V8kr2jA9IbFze4nDrsh5mc8RWUmpcHjpEfTHkwGjpsMy4fzuQzc753UBq4Q,IRON,Vex
JP1_363283783,1YCJ44Ytr5oyNqHxBo-V8kr2jA9IbFze4nDrsh5mc8RWUmpcHjpEfTHkwGjpsMy4fzuQzc753UBq4Q,IRON,Vex
JP1_363186888,1YCJ44Ytr5oyNqHxBo-V8kr2jA9IbFze4nDrsh5mc8RWUmpcHjpEfTHkwGjpsMy4fzuQzc753UBq4Q,IRON,Vex
JP1_353365365,fvp0zF2li27RfzdgdCqq44CKQH9p6GiZkVewewKVQN-VBj2ow1s3TKpp-VuzF1CBeIKULIhUW3Essg,IRON,Illaoi
JP1_353353745,fvp0zF2li27RfzdgdCqq44CKQH9p6GiZkVewewKVQN-VBj2ow1s3TKpp-VuzF1CBeIKULIhUW3Essg,IRON,Teemo
JP1_353351955,fvp0zF2li27RfzdgdCqq44CKQH9p6GiZkVewewKVQN-VBj2ow1s3TKpp-VuzF1CBeIKULIhUW3Essg,IRON,Jax
JP1_359134889,xHEg4FHhe6lBxJ7PzS7O6v759vGbYI7XxaU5yXEU44ljtUmxL3Im7Mtko99oXgVIgxkh33lUZDOWrQ,IRON,Braum
JP1_359133761,xHEg4FHhe6lBxJ7PzS7O6v759vGbYI7XxaU5yXEU44ljtUmxL3Im7Mtko99oXgVIgxkh33lUZDOWrQ,IRON,Morgana
JP1_359120944,xHEg4FHhe6lBxJ7PzS7O6v759vGbYI7XxaU5yXEU44ljtUmxL3Im7Mtko99oXgVIgxkh33lUZDOWrQ,IRON,Braum
JP1_364435904,zBLA6pWAyEKmzNRu_-inDvrkcLlkYhsU_CU34M5I-kRRqV1Dldv-QqPlS-zAilfsT9Q8QmuIn_OcCA,IRON,Elise
JP1_364434734,zBLA6pWAyEKmzNRu_-inDvrkcLlkYhsU_CU34M5I-kRRqV1Dldv-QqPlS-zAilfsT9Q8QmuIn_OcCA,IRON,Master Yi
JP1_364424108,zBLA6pWAyEKmzNRu_-inDvrkcLlkYhsU_CU34M5I-kRRqV1Dldv-QqPlS-zAilfsT9Q8QmuIn_OcCA,IRON,Sejuani
JP1_366312456,w_UxwchOczv8qZKhv2xKydoUmD56_kFWTOlJzqJkNeXaiQIMS4b6Rp78ivaJMz9G_Y2_sYT1ZIVrhg,IRON,Ezreal
JP1_366309660,w_UxwchOczv8qZKhv2xKydoUmD56_kFWTOlJzqJkNeXaiQIMS4b6Rp78ivaJMz9G_Y2_sYT1ZIVrhg,IRON,Ezreal
JP1_366307133,w_UxwchOczv8qZKhv2xKydoUmD56_kFWTOlJzqJkNeXaiQIMS4b6Rp78ivaJMz9G_Y2_sYT1ZIVrhg,IRON,Ezreal
JP1_366177158,Q_GFYh_42fGQOee9yM8jS6CZNF3KjKF1Y6E96118ONZd4nYaG0eOqywNMiC7ViYO6d0ihSvinrjZQA,IRON,Lux
JP1_366185463,Q_GFYh_42fGQOee9yM8jS6CZNF3KjKF1Y6E96118ONZd4nYaG0eOqywNMiC7ViYO6d0ihSvinrjZQA,IRON,Brand
JP1_366174863,Q_GFYh_42fGQOee9yM8jS6CZNF3KjKF1Y6E96118ONZd4nYaG0eOqywNMiC7ViYO6d0ihSvinrjZQA,IRON,Ashe
JP1_365692811,YpHpeMzXET-rH1enXoTnDVv40T7iOHu537AtYT6S8lVn3dXnT6qQWZZc0AEvuWfAnaA-DyWVekcTXQ,IRON,Zyra
JP1_365689303,YpHpeMzXET-rH1enXoTnDVv40T7iOHu537AtYT6S8lVn3dXnT6qQWZZc0AEvuWfAnaA-DyWVekcTXQ,IRON,Zyra
JP1_365687661,YpHpeMzXET-rH1enXoTnDVv40T7iOHu537AtYT6S8lVn3dXnT6qQWZZc0AEvuWfAnaA-DyWVekcTXQ,IRON,Zyra
JP1_363737170,w6Oe-AeXhgV-usMA83WUgbznFdjF0j8yXBVvqqRhsUsQdFiw_kc4jFR0TsZeZoUTF0RDt-12nUvKxw,IRON,Volibear
JP1_363604864,w6Oe-AeXhgV-usMA83WUgbznFdjF0j8yXBVvqqRhsUsQdFiw_kc4jFR0TsZeZoUTF0RDt-12nUvKxw,IRON,Xerath
JP1_353489586,w6Oe-AeXhgV-usMA83WUgbznFdjF0j8yXBVvqqRhsUsQdFiw_kc4jFR0TsZeZoUTF0RDt-12nUvKxw,IRON,Volibear
JP1_354999969,rvzeWb7O9Pm_WtF7z7juJuJnxiE86hR7fawynzjw582qgGwyAxzGLT0IphF6rBA7_HqiWLqNGSg3mw,IRON,Ahri
JP1_354935060,rvzeWb7O9Pm_WtF7z7juJuJnxiE86hR7fawynzjw582qgGwyAxzGLT0IphF6rBA7_HqiWLqNGSg3mw,IRON,Blitzcrank
JP1_354798594,rvzeWb7O9Pm_WtF7z7juJuJnxiE86hR7fawynzjw582qgGwyAxzGLT0IphF6rBA7_HqiWLqNGSg3mw,IRON,Ezreal
JP1_347805782,qyipMZvLG9w-38h11RmtDRjrEtyOyAxo9I8bkhWtjfF7D-v6iA-tjuBM0zLuSCbx0pDDlwIEqhXCBw,IRON,Sett
JP1_347764015,qyipMZvLG9w-38h11RmtDRjrEtyOyAxo9I8bkhWtjfF7D-v6iA-tjuBM0zLuSCbx0pDDlwIEqhXCBw,IRON,Aphelios
JP1_347708625,qyipMZvLG9w-38h11RmtDRjrEtyOyAxo9I8bkhWtjfF7D-v6iA-tjuBM0zLuSCbx0pDDlwIEqhXCBw,IRON,Aphelios
JP1_364435904,8onspTHlhY-NX4EXn-oDhrdEGreixutwr-Vgz0cFEsrtyrz-7n2ZisBvplQa6DQ-YnQrUKRWjQkGdQ,IRON,Lux
JP1_364434734,8onspTHlhY-NX4EXn-oDhrdEGreixutwr-Vgz0cFEsrtyrz-7n2ZisBvplQa6DQ-YnQrUKRWjQkGdQ,IRON,Lux
JP1_364424108,8onspTHlhY-NX4EXn-oDhrdEGreixutwr-Vgz0cFEsrtyrz-7n2ZisBvplQa6DQ-YnQrUKRWjQkGdQ,IRON,Lux
JP1_362367045,hnDhyHq4mDzQ3LUFh1bqxdj8EcY8EGpDVicktd4pY_Nyu3ghDQeJhgNI4Sa9a7vJc6pFK0FbPLLiyA,IRON,Nautilus
JP1_342147852,hnDhyHq4mDzQ3LUFh1bqxdj8EcY8EGpDVicktd4pY_Nyu3ghDQeJhgNI4Sa9a7vJc6pFK0FbPLLiyA,IRON,Poppy
JP1_342166310,hnDhyHq4mDzQ3LUFh1bqxdj8EcY8EGpDVicktd4pY_Nyu3ghDQeJhgNI4Sa9a7vJc6pFK0FbPLLiyA,IRON,Poppy
JP1_364950625,8dcLu6X6tqwsbJL_BLL63XpjhSZeayWsuiiHLaXjvxEYlsUU9T8uD0Fml5a9h9wxziqhcY5yHPN5Og,IRON,Mordekaiser
JP1_364292793,8dcLu6X6tqwsbJL_BLL63XpjhSZeayWsuiiHLaXjvxEYlsUU9T8uD0Fml5a9h9wxziqhcY5yHPN5Og,IRON,Leona
JP1_364124104,8dcLu6X6tqwsbJL_BLL63XpjhSZeayWsuiiHLaXjvxEYlsUU9T8uD0Fml5a9h9wxziqhcY5yHPN5Og,IRON,Mordekaiser
JP1_356759250,IschGOMUwEb6LqnL-2dNovJXFt1ZkH9TY2e8aK7usZ2N71QZ-vxs9peO59pYzuHHCiwL_bdgW9jbug,IRON,Caitlyn
JP1_356745100,IschGOMUwEb6LqnL-2dNovJXFt1ZkH9TY2e8aK7usZ2N71QZ-vxs9peO59pYzuHHCiwL_bdgW9jbug,IRON,Lucian
JP1_356763856,IschGOMUwEb6LqnL-2dNovJXFt1ZkH9TY2e8aK7usZ2N71QZ-vxs9peO59pYzuHHCiwL_bdgW9jbug,IRON,Jhin
JP1_366302208,porXujxWue-AlB3j63uaxgnwSwPTxHubtCKuPPyugBs5RxayMfpk5Y4zpfLpQKtEHFm45sS9rOPH6g,IRON,Yorick
JP1_366290862,porXujxWue-AlB3j63uaxgnwSwPTxHubtCKuPPyugBs5RxayMfpk5Y4zpfLpQKtEHFm45sS9rOPH6g,IRON,Yorick
JP1_366279790,porXujxWue-AlB3j63uaxgnwSwPTxHubtCKuPPyugBs5RxayMfpk5Y4zpfLpQKtEHFm45sS9rOPH6g,IRON,Nautilus
JP1_347649957,NseNUp3GJRj-KPZ_otv8f2CBHYn63aptwQxV4FGFU0cdtndJwEwhKsStEKHqIJa28J4LZAhDGr12_A,IRON,Morgana
JP1_345265349,NseNUp3GJRj-KPZ_otv8f2CBHYn63aptwQxV4FGFU0cdtndJwEwhKsStEKHqIJa28J4LZAhDGr12_A,IRON,Morgana
JP1_345264580,NseNUp3GJRj-KPZ_otv8f2CBHYn63aptwQxV4FGFU0cdtndJwEwhKsStEKHqIJa28J4LZAhDGr12_A,IRON,Pantheon
JP1_366175698,k3DKp5lLL3PnTB8dcm_0ZGGj1GQKb-2S83MIQB4cRK4HnyrEToc7B6t1Pn2UkypucokWJxSeXzuZDA,IRON,Renata Glasc
JP1_365920749,k3DKp5lLL3PnTB8dcm_0ZGGj1GQKb-2S83MIQB4cRK4HnyrEToc7B6t1Pn2UkypucokWJxSeXzuZDA,IRON,Xerath
JP1_365909802,k3DKp5lLL3PnTB8dcm_0ZGGj1GQKb-2S83MIQB4cRK4HnyrEToc7B6t1Pn2UkypucokWJxSeXzuZDA,IRON,Xerath
JP1_365978193,omR5eAXy9fr5OQjnwI8ms-YdX--Ll6X4UHLJ7o2RRek4JDAz57siq3Bj0wvou3L2i8-OqxFGwRS8QA,IRON,Amumu
JP1_365987243,omR5eAXy9fr5OQjnwI8ms-YdX--Ll6X4UHLJ7o2RRek4JDAz57siq3Bj0wvou3L2i8-OqxFGwRS8QA,IRON,Cho'Gath
JP1_365940368,omR5eAXy9fr5OQjnwI8ms-YdX--Ll6X4UHLJ7o2RRek4JDAz57siq3Bj0wvou3L2i8-OqxFGwRS8QA,IRON,Nautilus
JP1_366386864,neY2BbCfb_yX-kdkh2ur6cdsEmhaBP37esHOHdKDuOwAHQvBYV1rMkFNaw3YD95Wl9i784AZWy60BA,IRON,Nautilus
JP1_366385933,neY2BbCfb_yX-kdkh2ur6cdsEmhaBP37esHOHdKDuOwAHQvBYV1rMkFNaw3YD95Wl9i784AZWy60BA,IRON,Malphite
JP1_366374916,neY2BbCfb_yX-kdkh2ur6cdsEmhaBP37esHOHdKDuOwAHQvBYV1rMkFNaw3YD95Wl9i784AZWy60BA,IRON,Amumu
JP1_364312117,xZpagqpJYOwiCj8uBD6UtcX6hxuAVBVDmS2vBzUJbpc2Z3ooIvy5jrrfWRTqybqIADTEk2oGEiG2rQ,IRON,Tristana
JP1_357951560,xZpagqpJYOwiCj8uBD6UtcX6hxuAVBVDmS2vBzUJbpc2Z3ooIvy5jrrfWRTqybqIADTEk2oGEiG2rQ,IRON,Tristana
JP1_357843286,xZpagqpJYOwiCj8uBD6UtcX6hxuAVBVDmS2vBzUJbpc2Z3ooIvy5jrrfWRTqybqIADTEk2oGEiG2rQ,IRON,Tristana
JP1_346757534,sn9o2-jvRA8-SlOBMYWzUnXorJpGmr5zoxpwWZ6K2mruqsnviWUq7aQ6Ne0gnJxW233wMHR5UApeYA,IRON,Warwick
JP1_346737493,sn9o2-jvRA8-SlOBMYWzUnXorJpGmr5zoxpwWZ6K2mruqsnviWUq7aQ6Ne0gnJxW233wMHR5UApeYA,IRON,Janna
JP1_346755795,sn9o2-jvRA8-SlOBMYWzUnXorJpGmr5zoxpwWZ6K2mruqsnviWUq7aQ6Ne0gnJxW233wMHR5UApeYA,IRON,Janna
JP1_365668279,gnc-tQ3WD_OIGCD3N9xarXCw46khrrCxroz_W_i9tKyYlcoDRvAVGWv3ZvgWl4pMPcjyMrcwmJQggg,IRON,Jinx
JP1_365666413,gnc-tQ3WD_OIGCD3N9xarXCw46khrrCxroz_W_i9tKyYlcoDRvAVGWv3ZvgWl4pMPcjyMrcwmJQggg,IRON,Jinx
JP1_365664697,gnc-tQ3WD_OIGCD3N9xarXCw46khrrCxroz_W_i9tKyYlcoDRvAVGWv3ZvgWl4pMPcjyMrcwmJQggg,IRON,Aphelios
